iter	Passed	Remaining
3213	502187	279062
3214	502353	278911
3215	502531	278767
3216	502692	278613
3217	502869	278468
3218	503029	278314
3219	503187	278159
3220	503346	278004
3221	503516	277856
3222	503675	277701
3223	503830	277544
3224	503988	277389
3225	504152	277237
3226	504319	277086
3227	504474	276929
3228	504633	276774
3229	504787	276617
3230	504946	276462
3231	505104	276307
3232	505269	276155
3233	505438	276006
3234	505595	275850
3235	505754	275695
3236	505912	275540
3237	506074	275386
3238	506228	275229
3239	506383	275072
3240	506542	274917
3241	506697	274760
3242	506862	274608
3243	507022	274454
3244	507180	274299
3245	507340	274145
3246	507507	273994
3247	507675	273844
3248	507832	273688
3249	507989	273532
3250	508141	273374
3251	508296	273217
3252	508458	273063
3253	508615	272908
3254	508781	272757
3255	508937	272600
3256	509093	272444
3257	509257	272291
3258	509424	272141
3259	509587	271988
3260	509747	271834
3261	509909	271680
3262	510062	271522
3263	510218	271366
3264	510376	271210
3265	510536	271056
3266	510697	270902
3267	510853	270745
3268	511017	270593
3269	511173	270437
3270	511331	270281
3271	511488	270126
3272	511640	269967
3273	511801	269813
3274	511956	269656
3275	512121	269504
3276	512275	269347
3277	512435	269192
3278	512595	269038
3279	512756	268884
3280	512915	268729
3281	513074	268574
3282	513239	268422
3283	513393	268265
3284	513559	268114
3285	513715	267957
3286	513875	267803
3287	514037	267649
3288	514196	267494
3289	514375	267350
3290	514532	267194
3291	514696	267042
3292	514856	266887
3293	515015	266732
3294	515178	266579
3295	515338	266425
3296	515508	266275
3297	515663	266118
3298	515821	265963
3299	515980	265808
3300	516141	265654
3301	516298	265498
3302	516450	265339
3303	516606	265183
3304	516758	265024
3305	516913	264867
3306	517073	264713
3307	517092	264486
3308	517113	264260
3309	517133	264034
3310	517308	263888
3311	517481	263740
3312	517689	263610
3313	517705	263383
3314	517867	263229
3315	518024	263073
3316	518184	262919
3317	518343	262764
3318	518503	262610
3319	518522	262384
3320	518682	262230
3321	518699	262004
3322	518855	261847
3323	518872	261621
3324	519026	261464
3325	519188	261311
3326	519358	261162
3327	519516	261007
3328	519674	260851
3329	519832	260696
3330	520001	260547
3331	520152	260388
3332	520309	260232
3333	520326	260007
3334	520487	259853
3335	520644	259698
3336	520804	259543
3337	520964	259389
3338	521134	259240
3339	521291	259084
3340	521457	258934
3341	521617	258779
3342	521771	258622
3343	521927	258466
3344	522085	258311
3345	522249	258159
3346	522403	258002
3347	522560	257846
3348	522716	257690
3349	522874	257534
3350	523033	257380
3351	523192	257225
3352	523359	257075
3353	523512	256917
3354	523667	256761
3355	523686	256537
3356	523847	256384
3357	524006	256229
3358	524168	256076
3359	524338	255927
3360	524497	255772
3361	524653	255616
3362	524811	255461
3363	524969	255306
3364	525126	255150
3365	525286	254996
3366	525446	254842
3367	525619	254694
3368	525775	254538
3369	525933	254383
3370	526092	254228
3371	526112	254006
3372	526273	253853
3373	526434	253699
3374	526594	253545
3375	526763	253395
3376	526917	253238
3377	527074	253083
3378	527234	252929
3379	527253	252707
3380	527413	252553
3381	527572	252398
3382	527733	252244
3383	527898	252093
3384	528053	251936
3385	528210	251781
3386	528371	251627
3387	528532	251474
3388	528693	251320
3389	528854	251166
3390	529015	251013
3391	529031	250791
3392	529189	250635
3393	529350	250482
3394	529525	250335
3395	529683	250180
3396	529847	250028
3397	530006	249873
3398	530162	249717
3399	530317	249561
3400	530476	249406
3401	530635	249252
3402	530792	249096
3403	530950	248941
3404	531110	248787
3405	531280	248638
3406	531443	248485
3407	531604	248331
3408	531766	248178
3409	531925	248024
3410	532084	247869
3411	532245	247715
3412	532268	247497
3413	532437	247347
3414	532595	247192
3415	532752	247037
3416	532769	246817
3417	532801	246603
3418	532958	246448
3419	533120	246295
3420	533283	246143
3421	533452	245993
3422	533628	245846
3423	533786	245691
3424	533944	245536
3425	534000	245334
3426	534158	245179
3427	534328	245030
3428	534487	244875
3429	534647	244722
3430	534798	244563
3431	534963	244412
3432	535122	244257
3433	535286	244105
3434	535447	243951
3435	535609	243798
3436	535770	243645
3437	535926	243489
3438	536082	243333
3439	536241	243179
3440	536407	243027
3441	536566	242873
3442	536729	242720
3443	536755	242506
3444	536916	242352
3445	537068	242195
3446	537225	242039
3447	537389	241887
3448	537568	241741
3449	537758	241601
3450	537927	241451
3451	538092	241299
3452	538253	241146
3453	538413	240992
3454	538571	240837
3455	538730	240682
3456	538887	240527
3457	539050	240374
3458	539067	240156
3459	539220	240000
3460	539376	239844
3461	539537	239690
3462	539695	239535
3463	539857	239382
3464	540018	239229
3465	540182	239076
3466	540341	238922
3467	540496	238766
3468	540514	238549
3469	540672	238394
3470	540689	238177
3471	540851	238024
3472	541010	237870
3473	541169	237715
3474	541331	237562
3475	541488	237407
3476	541651	237254
3477	541805	237098
3478	541962	236943
3479	542121	236788
3480	542147	236576
3481	542306	236421
3482	542473	236271
3483	542625	236113
3484	542784	235959
3485	542943	235804
3486	543100	235649
3487	543259	235495
3488	543420	235342
3489	543592	235193
3490	543744	235036
3491	543902	234880
3492	544061	234726
3493	544217	234571
3494	544377	234417
3495	544537	234263
3496	544701	234110
3497	544861	233957
3498	545020	233802
3499	545172	233645
3500	545323	233487
3501	545478	233331
3502	545644	233180
3503	545809	233028
3504	545964	232872
3505	546117	232715
3506	546275	232560
3507	546435	232406
3508	546597	232253
3509	546757	232099
3510	546916	231944
3511	547078	231791
3512	547232	231635
3513	547389	231479
3514	547544	231323
3515	547704	231169
3516	547865	231016
3517	548031	230865
3518	548191	230710
3519	548346	230554
3520	548506	230400
3521	548669	230247
3522	548830	230094
3523	548995	229942
3524	549156	229789
3525	549318	229635
3526	549476	229480
3527	549650	229332
3528	549803	229175
3529	549968	229023
3530	550130	228870
3531	550293	228717
3532	550445	228560
3533	550600	228404
3534	550763	228251
3535	550924	228097
3536	551080	227942
3537	551241	227788
3538	551406	227636
3539	551564	227481
3540	551724	227327
3541	551888	227174
3542	552048	227020
3543	552205	226865
3544	552367	226712
3545	552528	226558
3546	552683	226402
3547	552839	226246
3548	552996	226091
3549	553156	225937
3550	553316	225783
3551	553337	225572
3552	553498	225418
3553	553682	225274
3554	553840	225119
3555	553995	224963
3556	554153	224808
3557	554312	224653
3558	554472	224499
3559	554630	224344
3560	554795	224192
3561	554951	224037
3562	555107	223881
3563	555266	223726
3564	555427	223573
3565	555587	223418
3566	555748	223265
3567	555910	223111
3568	556068	222957
3569	556224	222801
3570	556381	222646
3571	556541	222491
3572	556700	222337
3573	556862	222184
3574	557021	222029
3575	557176	221873
3576	557333	221718
3577	557493	221563
3578	557698	221427
3579	557865	221276
3580	558021	221120
3581	558187	220968
3582	558346	220814
3583	558502	220658
3584	558657	220502
3585	558815	220347
3586	558979	220194
3587	559137	220039
3588	559303	219887
3589	559474	219737
3590	559628	219581
3591	559785	219426
3592	559945	219271
3593	560103	219116
3594	560258	218960
3595	560423	218808
3596	560583	218654
3597	560739	218498
3598	560896	218343
3599	561057	218189
3600	561217	218034
3601	561386	217884
3602	561562	217735
3603	561732	217585
3604	561886	217429
3605	562053	217277
3606	562214	217123
3607	562374	216969
3608	562535	216815
3609	562694	216660
3610	562846	216503
3611	562998	216346
3612	563192	216204
3613	563209	215995
3614	563379	215845
3615	563560	215699
3616	563729	215548
3617	563924	215407
3618	564104	215260
3619	564280	215112
3620	564442	214958
3621	564602	214804
3622	564764	214650
3623	564926	214497
3624	565085	214342
3625	565240	214186
3626	565402	214032
3627	565563	213878
3628	565733	213728
3629	565886	213571
3630	566039	213414
3631	566196	213258
3632	566365	213108
3633	566522	212952
3634	566676	212796
3635	566832	212640
3636	566988	212484
3637	567146	212329
3638	567304	212174
3639	567467	212020
3640	567624	211865
3641	567644	211658
3642	567802	211503
3643	567960	211348
3644	568119	211194
3645	568292	211044
3646	568458	210892
3647	568626	210740
3648	568819	210598
3649	568992	210449
3650	569161	210298
3651	569337	210149
3652	569537	210010
3653	569710	209860
3654	569873	209707
3655	570033	209552
3656	570196	209399
3657	570349	209242
3658	570518	209091
3659	570683	208938
3660	570841	208783
3661	570997	208627
3662	571154	208472
3663	571313	208317
3664	571336	208112
3665	571492	207957
3666	571650	207802
3667	571810	207647
3668	571962	207490
3669	572123	207336
3670	572281	207181
3671	572440	207026
3672	572598	206871
3673	572769	206720
3674	572930	206566
3675	573084	206410
3676	573244	206255
3677	573402	206100
3678	573560	205945
3679	573733	205795
3680	573903	205644
3681	574064	205490
3682	574220	205334
3683	574377	205179
3684	574535	205024
3685	574695	204869
3686	574855	204715
3687	574871	204509
3688	575035	204356
3689	575194	204201
3690	575350	204045
3691	575516	203893
3692	575674	203738
3693	575834	203584
3694	575994	203429
3695	576159	203277
3696	576317	203121
3697	576477	202967
3698	576636	202812
3699	576799	202659
3700	576960	202505
3701	577119	202350
3702	577279	202195
3703	577442	202042
3704	577601	201887
3705	577785	201741
3706	577961	201592
3707	578117	201436
3708	578275	201281
3709	578437	201128
3710	578591	200971
3711	578748	200815
3712	578903	200659
3713	579059	200503
3714	579213	200347
3715	579369	200191
3716	579536	200039
3717	579692	199883
3718	579847	199727
3719	580006	199571
3720	580162	199416
3721	580323	199262
3722	580488	199109
3723	580648	198954
3724	580802	198798
3725	580959	198642
3726	581116	198487
3727	581278	198333
3728	581436	198177
3729	581456	197975
3730	581619	197822
3731	581779	197667
3732	581939	197513
3733	582096	197357
3734	582253	197202
3735	582412	197047
3736	582571	196892
3737	582730	196737
3738	582894	196584
3739	583047	196427
3740	583201	196271
3741	583358	196115
3742	583518	195961
3743	583675	195805
3744	583834	195650
3745	583995	195496
3746	584148	195339
3747	584170	195139
3748	584324	194982
3749	584481	194827
3750	584645	194673
3751	584799	194517
3752	584953	194360
3753	585107	194204
3754	585264	194049
3755	585418	193892
3756	585578	193738
3757	585743	193585
3758	585909	193432
3759	586063	193276
3760	586227	193123
3761	586396	192971
3762	586553	192816
3763	586711	192660
3764	586869	192505
3765	587028	192350
3766	587263	192220
3767	587435	192070
3768	587588	191913
3769	587744	191757
3770	587764	191557
3771	587928	191403
3772	588087	191249
3773	588245	191094
3774	588403	190938
3775	588566	190785
3776	588722	190629
3777	588881	190474
3778	589038	190319
3779	589196	190163
3780	589354	190008
3781	589517	189855
3782	589683	189702
3783	589848	189549
3784	590005	189394
3785	590167	189240
3786	590323	189084
3787	590478	188928
3788	590635	188772
3789	590799	188619
3790	590951	188462
3791	591105	188305
3792	591263	188150
3793	591428	187997
3794	591586	187842
3795	591741	187686
3796	591900	187531
3797	592055	187375
3798	592212	187219
3799	592373	187065
3800	592532	186910
3801	592557	186713
3802	592717	186558
3803	592877	186404
3804	593043	186251
3805	593064	186053
3806	593217	185896
3807	593372	185740
3808	593531	185585
3809	593692	185431
3810	593883	185286
3811	594040	185131
3812	594210	184979
3813	594369	184824
3814	594543	184674
3815	594705	184520
3816	594731	184324
3817	594905	184174
3818	595067	184020
3819	595236	183868
3820	595392	183713
3821	595545	183556
3822	595703	183401
3823	595863	183246
3824	596036	183096
3825	596193	182940
3826	596356	182787
3827	596521	182634
3828	596678	182478
3829	596837	182323
3830	596998	182169
3831	597158	182014
3832	597317	181860
3833	597487	181708
3834	597655	181556
3835	597819	181402
3836	598011	181258
3837	598167	181102
3838	598326	180947
3839	598490	180793
3840	598512	180597
3841	598685	180447
3842	598839	180290
3843	598859	180094
3844	599018	179939
3845	599177	179784
3846	599335	179629
3847	599495	179474
3848	599655	179320
3849	599818	179166
3850	599970	179009
3851	600122	178852
3852	600282	178698
3853	600439	178542
3854	600599	178388
3855	600757	178233
3856	600919	178079
3857	601080	177924
3858	601235	177768
3859	601392	177613
3860	601550	177458
3861	601709	177303
3862	601884	177153
3863	602062	177003
3864	602214	176847
3865	602375	176692
3866	602537	176538
3867	602698	176384
3868	602857	176229
3869	603015	176074
3870	603171	175918
3871	603324	175762
3872	603479	175605
3873	603640	175451
3874	603799	175296
3875	603960	175142
3876	604119	174987
3877	604285	174834
3878	604442	174678
3879	604597	174522
3880	604753	174367
3881	604909	174211
3882	605072	174057
3883	605235	173904
3884	605403	173751
3885	605560	173596
3886	605716	173440
3887	605892	173290
3888	606069	173140
3889	606222	172983
3890	606377	172827
3891	606546	172675
3892	606697	172518
3893	606854	172362
3894	607012	172207
3895	607168	172051
3896	607329	171897
3897	607487	171742
3898	607653	171589
3899	607810	171433
3900	607964	171277
3901	608122	171122
3902	608277	170965
3903	608436	170811
3904	608599	170657
3905	608763	170503
3906	608919	170347
3907	609075	170192
3908	609234	170036
3909	609392	169881
3910	609551	169726
3911	609710	169571
3912	609875	169418
3913	610041	169265
3914	610197	169109
3915	610355	168954
3916	610514	168799
3917	610675	168645
3918	610833	168489
3919	611003	168337
3920	611179	168187
3921	611335	168031
3922	611493	167876
3923	611653	167721
3924	611814	167567
3925	611974	167412
3926	612134	167257
3927	612289	167101
3928	612446	166945
3929	612607	166791
3930	612761	166635
3931	612919	166479
3932	613076	166324
3933	613228	166167
3934	613391	166013
3935	613549	165857
3936	613708	165702
3937	613866	165547
3938	614038	165396
3939	614191	165239
3940	614349	165083
3941	614519	164931
3942	614541	164740
3943	614699	164584
3944	614860	164430
3945	615019	164275
3946	615179	164120
3947	615340	163966
3948	615499	163811
3949	615669	163659
3950	615825	163503
3951	615989	163349
3952	616147	163194
3953	616307	163039
3954	616466	162884
3955	616632	162731
3956	616800	162578
3957	616954	162422
3958	617110	162266
3959	617268	162110
3960	617427	161955
3961	617588	161801
3962	617756	161648
3963	617948	161502
3964	618120	161350
3965	618286	161197
3966	618447	161042
3967	618613	160889
3968	618767	160733
3969	618919	160576
3970	619072	160419
3971	619228	160263
3972	619383	160107
3973	619539	159951
3974	619695	159795
3975	619852	159640
3976	620006	159483
3977	620160	159327
3978	620316	159171
3979	620477	159016
3980	620636	158861
3981	620795	158706
3982	620954	158551
3983	621119	158397
3984	621276	158242
3985	621431	158086
3986	621596	157932
3987	621764	157779
3988	621935	157627
3989	622096	157473
3990	622260	157319
3991	622420	157164
3992	622582	157009
3993	622621	156824
3994	622779	156669
3995	622935	156513
3996	623092	156357
3997	623250	156202
3998	623419	156049
3999	623576	155894
4000	623733	155738
4001	623892	155583
4002	624052	155428
4003	624210	155273
4004	624370	155118
4005	624534	154964
4006	624692	154809
4007	624849	154653
4008	625010	154498
4009	625170	154343
4010	625329	154188
4011	625498	154035
4012	625666	153883
4013	625830	153729
4014	626002	153577
4015	626159	153421
4016	626315	153265
4017	626472	153110
4018	626632	152955
4019	626793	152800
4020	626952	152645
4021	627107	152489
4022	627268	152334
4023	627426	152179
4024	627587	152024
4025	627748	151869
4026	627912	151715
4027	628065	151559
4028	628223	151403
4029	628386	151249
4030	628403	151060
4031	628442	150875
4032	628601	150721
4033	628761	150565
4034	628920	150410
4035	629085	150257
4036	629237	150100
4037	629395	149945
4038	629555	149790
4039	629740	149641
4040	629910	149488
4041	630117	149345
4042	630222	149177
4043	630387	149023
4044	630567	148873
4045	630749	148723
4046	630919	148570
4047	631074	148414
4048	631231	148259
4049	631265	148074
4050	631431	147921
4051	631588	147765
4052	631744	147609
4053	631899	147453
4054	632053	147297
4055	632210	147141
4056	632377	146988
4057	632543	146834
4058	632700	146679
4059	632858	146523
4060	633012	146367
4061	633166	146211
4062	633322	146055
4063	633485	145901
4064	633649	145747
4065	633808	145592
4066	633964	145436
4067	634135	145283
4068	634288	145127
4069	634446	144971
4070	634607	144816
4071	634766	144661
4072	634920	144505
4073	635088	144352
4074	635280	144204
4075	635470	144056
4076	635641	143904
4077	635832	143756
4078	635986	143599
4079	636145	143444
4080	636304	143289
4081	636461	143133
4082	636623	142979
4083	636783	142824
4084	636943	142669
4085	637095	142512
4086	637254	142357
4087	637417	142202
4088	637576	142047
4089	637752	141895
4090	637930	141745
4091	638119	141596
4092	638277	141440
4093	638435	141285
4094	638594	141130
4095	638755	140975
4096	638916	140820
4097	639085	140667
4098	639263	140516
4099	639438	140364
4100	639615	140213
4101	639803	140064
4102	640006	139918
4103	640211	139773
4104	640412	139627
4105	640613	139480
4106	640815	139334
4107	640999	139184
4108	641184	139035
4109	641382	138888
4110	641574	138739
4111	641772	138592
4112	641980	138447
4113	642186	138302
4114	642384	138155
4115	642590	138010
4116	642783	137861
4117	642966	137711
4118	643151	137561
4119	643339	137412
4120	643520	137261
4121	643709	137112
4122	643894	136962
4123	644062	136808
4124	644231	136655
4125	644398	136501
4126	644573	136349
4127	644751	136197
4128	644925	136045
4129	645078	135888
4130	645244	135734
4131	645409	135579
4132	645571	135424
4133	645745	135272
4134	645929	135121
4135	646130	134975
4136	646318	134825
4137	646501	134674
4138	646691	134525
4139	646875	134375
4140	647058	134224
4141	647244	134074
4142	647428	133923
4143	647608	133772
4144	647777	133618
4145	647961	133468
4146	648148	133318
4147	648331	133167
4148	648503	133014
4149	648688	132863
4150	648869	132712
4151	649038	132558
4152	649211	132406
4153	649402	132256
4154	649586	132106
4155	649773	131955
4156	649968	131807
4157	650170	131660
4158	650364	131511
4159	650566	131364
4160	650755	131214
4161	650946	131065
4162	651141	130916
4163	651329	130766
4164	651524	130617
4165	651735	130472
4166	651931	130323
4167	652126	130174
4168	652315	130024
4169	652497	129873
4170	652670	129720
4171	652839	129566
4172	652999	129410
4173	653160	129255
4174	653321	129099
4175	653480	128943
4176	653639	128787
4177	653798	128631
4178	653964	128476
4179	654135	128323
4180	654297	128167
4181	654454	128011
4182	654615	127855
4183	654774	127699
4184	654936	127544
4185	655098	127388
4186	655253	127232
4187	655411	127076
4188	655573	126920
4189	655733	126764
4190	655892	126608
4191	656053	126453
4192	656210	126296
4193	656364	126139
4194	656522	125983
4195	656681	125827
4196	656840	125671
4197	656996	125514
4198	657158	125359
4199	657317	125203
4200	657473	125046
4201	657632	124890
4202	657792	124734
4203	657957	124579
4204	658156	124431
4205	658329	124278
4206	658493	124123
4207	658649	123966
4208	658807	123810
4209	658968	123654
4210	658995	123473
4211	659157	123318
4212	659175	123135
4213	659332	122979
4214	659504	122825
4215	659666	122670
4216	659826	122514
4217	659983	122358
4218	660140	122201
4219	660302	122046
4220	660462	121890
4221	660632	121736
4222	660789	121580
4223	660944	121423
4224	661103	121267
4225	661264	121111
4226	661422	120955
4227	661580	120799
4228	661747	120644
4229	661934	120494
4230	662126	120343
4231	662298	120190
4232	662468	120036
4233	662638	119882
4234	662803	119727
4235	662981	119574
4236	663140	119418
4237	663308	119264
4238	663471	119108
4239	663628	118952
4240	663790	118796
4241	663964	118643
4242	664137	118489
4243	664299	118334
4244	664485	118182
4245	664672	118031
4246	664856	117880
4247	665053	117730
4248	665253	117581
4249	665452	117432
4250	665645	117282
4251	665824	117130
4252	666014	116979
4253	666215	116830
4254	666423	116682
4255	666626	116534
4256	666823	116384
4257	667022	116235
4258	667229	116087
4259	667438	115940
4260	667631	115789
4261	667830	115640
4262	668029	115490
4263	668224	115340
4264	668443	115194
4265	668635	115044
4266	668831	114894
4267	669019	114742
4268	669053	114565
4269	669247	114414
4270	669439	114263
4271	669621	114111
4272	669805	113959
4273	669989	113807
4274	670170	113654
4275	670350	113501
4276	670522	113347
4277	670714	113196
4278	670914	113047
4279	671123	112899
4280	671293	112744
4281	671454	112588
4282	671609	112431
4283	671767	112274
4284	671928	112118
4285	672083	111961
4286	672238	111804
4287	672398	111648
4288	672551	111490
4289	672706	111333
4290	672862	111176
4291	673019	111019
4292	673182	110864
4293	673340	110707
4294	673497	110550
4295	673655	110394
4296	673809	110236
4297	673964	110079
4298	674121	109922
4299	674300	109769
4300	674452	109612
4301	674610	109455
4302	674771	109299
4303	674932	109143
4304	675092	108987
4305	675254	108831
4306	675436	108678
4307	675591	108521
4308	675749	108364
4309	675909	108208
4310	676072	108052
4311	676232	107896
4312	676398	107740
4313	676559	107584
4314	676713	107427
4315	676875	107271
4316	677039	107115
4317	677199	106959
4318	677359	106802
4319	677519	106646
4320	677680	106490
4321	677840	106334
4322	678003	106178
4323	678191	106026
4324	678360	105871
4325	678522	105715
4326	678686	105559
4327	678839	105402
4328	678992	105244
4329	679150	105087
4330	679308	104931
4331	679467	104774
4332	679626	104618
4333	679793	104462
4334	679968	104308
4335	680128	104152
4336	680289	103996
4337	680456	103840
4338	680616	103684
4339	680770	103527
4340	680936	103371
4341	681105	103216
4342	681260	103059
4343	681417	102902
4344	681574	102745
4345	681743	102590
4346	681902	102434
4347	682062	102277
4348	682226	102122
4349	682388	101966
4350	682543	101808
4351	682701	101652
4352	682861	101495
4353	683021	101339
4354	683182	101183
4355	683337	101026
4356	683493	100869
4357	683649	100712
4358	683808	100555
4359	683966	100398
4360	684131	100243
4361	684292	100086
4362	684456	99930
4363	684611	99773
4364	684770	99617
4365	684931	99460
4366	685092	99304
4367	685252	99148
4368	685417	98992
4369	685577	98836
4370	685729	98678
4371	685889	98522
4372	686052	98366
4373	686211	98209
4374	686374	98053
4375	686527	97896
4376	686680	97738
4377	686834	97581
4378	686992	97424
4379	687156	97268
4380	687317	97112
4381	687477	96955
4382	687636	96799
4383	687797	96643
4384	687850	96471
4385	688003	96314
4386	688162	96157
4387	688318	96000
4388	688475	95843
4389	688636	95687
4390	688799	95531
4391	688954	95374
4392	689111	95217
4393	689269	95060
4394	689430	94904
4395	689588	94747
4396	689746	94591
4397	689904	94434
4398	690064	94277
4399	690221	94121
4400	690394	93966
4401	690552	93809
4402	690710	93652
4403	690871	93496
4404	691031	93340
4405	691192	93183
4406	691347	93026
4407	691508	92870
4408	691668	92713
4409	691830	92557
4410	691991	92401
4411	692154	92245
4412	692310	92088
4413	692468	91931
4414	692629	91775
4415	692792	91619
4416	692952	91462
4417	693114	91306
4418	693281	91151
4419	693439	90994
4420	693593	90837
4421	693750	90680
4422	693907	90523
4423	694069	90367
4424	694228	90210
4425	694407	90056
4426	694565	89899
4427	694721	89742
4428	694883	89586
4429	695043	89430
4430	695206	89273
4431	695368	89117
4432	695539	88962
4433	695701	88806
4434	695858	88649
4435	696066	88498
4436	696239	88344
4437	696419	88190
4438	696589	88034
4439	696763	87880
4440	696932	87724
4441	697124	87572
4442	697285	87415
4443	697446	87259
4444	697608	87102
4445	697773	86946
4446	697937	86791
4447	698095	86634
4448	698269	86479
4449	698452	86325
4450	698605	86168
4451	698762	86011
4452	698925	85855
4453	699082	85698
4454	699240	85541
4455	699401	85384
4456	699562	85228
4457	699722	85071
4458	699881	84914
4459	700046	84759
4460	700203	84601
4461	700359	84444
4462	700515	84287
4463	700672	84130
4464	700831	83974
4465	700994	83817
4466	701163	83662
4467	701330	83506
4468	701498	83351
4469	701553	83181
4470	701737	83028
4471	701928	82875
4472	702100	82720
4473	702289	82566
4474	702456	82411
4475	702612	82253
4476	702772	82097
4477	702931	81940
4478	703089	81783
4479	703249	81627
4480	703416	81471
4481	703579	81315
4482	703733	81157
4483	703893	81001
4484	704054	80844
4485	704218	80688
4486	704377	80531
4487	704539	80375
4488	704700	80218
4489	704856	80061
4490	705013	79904
4491	705171	79747
4492	705329	79590
4493	705353	79419
4494	705514	79262
4495	705678	79106
4496	705841	78950
4497	705998	78793
4498	706018	78620
4499	706179	78464
4500	706342	78308
4501	706506	78151
4502	706660	77994
4503	706823	77838
4504	706985	77682
4505	707143	77525
4506	707306	77368
4507	707466	77212
4508	707627	77055
4509	707787	76899
4510	707956	76743
4511	708109	76586
4512	708267	76429
4513	708432	76273
4514	708592	76116
4515	708748	75959
4516	708905	75802
4517	709063	75645
4518	709216	75488
4519	709374	75331
4520	709538	75175
4521	709701	75019
4522	709862	74862
4523	710025	74706
4524	710192	74550
4525	710347	74393
4526	710512	74237
4527	710670	74080
4528	710832	73924
4529	710998	73768
4530	711161	73611
4531	711326	73455
4532	711482	73298
4533	711639	73141
4534	711796	72984
4535	711960	72828
4536	712117	72671
4537	712275	72514
4538	712435	72357
4539	712590	72200
4540	712745	72043
4541	712901	71886
4542	713061	71729
4543	713221	71573
4544	713380	71416
4545	713551	71260
4546	713704	71103
4547	713860	70946
4548	714018	70789
4549	714179	70633
4550	714338	70476
4551	714502	70320
4552	714664	70163
4553	714821	70006
4554	714984	69850
4555	715141	69693
4556	715299	69536
4557	715454	69379
4558	715610	69222
4559	715764	69064
4560	715919	68907
4561	716077	68750
4562	716237	68594
4563	716400	68437
4564	716561	68281
4565	716725	68125
4566	716886	67968
4567	717041	67811
4568	717196	67654
4569	717352	67497
4570	717510	67340
4571	717665	67183
4572	717823	67026
4573	717985	66869
4574	718150	66713
4575	718325	66558
4576	718508	66403
4577	718660	66246
4578	718818	66089
4579	718981	65932
4580	719145	65776
4581	719300	65619
4582	719457	65462
4583	719612	65305
4584	719767	65148
4585	719923	64990
4586	720078	64833
4587	720228	64676
4588	720386	64519
4589	720541	64362
4590	720699	64205
4591	720863	64048
4592	721025	63892
4593	721184	63735
4594	721348	63579
4595	721506	63422
4596	721661	63265
4597	721818	63108
4598	721980	62951
4599	722138	62794
4600	722299	62638
4601	722461	62481
4602	722623	62324
4603	722779	62167
4604	722939	62011
4605	723100	61854
4606	723259	61697
4607	723421	61541
4608	723583	61384
4609	723740	61227
4610	723894	61070
4611	724054	60913
4612	724212	60756
4613	724371	60599
4614	724529	60442
4615	724687	60286
4616	724854	60129
4617	725009	59972
4618	725167	59815
4619	725325	59658
4620	725484	59501
4621	725641	59344
4622	725803	59188
4623	725965	59031
4624	726119	58874
4625	726277	58717
4626	726438	58560
4627	726601	58404
4628	726758	58247
4629	726919	58090
4630	727076	57933
4631	727229	57776
4632	727384	57619
4633	727543	57462
4634	727700	57305
4635	727857	57148
4636	728014	56991
4637	728168	56834
4638	728323	56677
4639	728482	56520
4640	728637	56363
4641	728796	56206
4642	728957	56049
4643	729118	55892
4644	729295	55737
4645	729445	55579
4646	729600	55422
4647	729756	55265
4648	729914	55108
4649	730083	54952
4650	730243	54795
4651	730412	54639
4652	730573	54482
4653	730728	54325
4654	730882	54168
4655	731039	54011
4656	731198	53854
4657	731358	53697
4658	731536	53542
4659	731691	53385
4660	731848	53228
4661	732010	53071
4662	732169	52914
4663	732329	52757
4664	732490	52601
4665	732577	52439
4666	732734	52282
4667	732888	52124
4668	733049	51968
4669	733209	51811
4670	733368	51654
4671	733527	51497
4672	733689	51340
4673	733844	51183
4674	733999	51026
4675	734160	50869
4676	734318	50713
4677	734481	50556
4678	734645	50399
4679	734802	50242
4680	734976	50087
4681	735133	49930
4682	735290	49773
4683	735449	49616
4684	735611	49459
4685	735770	49302
4686	735928	49145
4687	736090	48988
4688	736242	48831
4689	736402	48674
4690	736564	48518
4691	736723	48361
4692	736882	48204
4693	737040	48047
4694	737202	47890
4695	737358	47733
4696	737516	47576
4697	737674	47419
4698	737833	47262
4699	737995	47106
4700	738161	46949
4701	738184	46784
4702	738363	46628
4703	738540	46472
4704	738712	46316
4705	738868	46159
4706	739035	46003
4707	739194	45846
4708	739359	45689
4709	739514	45532
4710	739671	45375
4711	739832	45218
4712	739992	45062
4713	740151	44905
4714	740308	44748
4715	740472	44591
4716	740626	44434
4717	740784	44277
4718	740942	44120
4719	741104	43963
4720	741266	43807
4721	741421	43649
4722	741584	43493
4723	741752	43336
4724	741912	43180
4725	742078	43023
4726	742236	42866
4727	742398	42709
4728	742577	42554
4729	742756	42398
4730	742912	42241
4731	743071	42084
4732	743229	41927
4733	743388	41770
4734	743550	41613
4735	743708	41456
4736	743875	41300
4737	744033	41143
4738	744191	40986
4739	744349	40829
4740	744507	40672
4741	744668	40515
4742	744825	40358
4743	744985	40201
4744	745144	40044
4745	745297	39887
4746	745456	39730
4747	745617	39573
4748	745775	39416
4749	745934	39259
4750	745955	39095
4751	746122	38939
4752	746273	38781
4753	746430	38624
4754	746604	38468
4755	746627	38304
4756	746781	38147
4757	746938	37990
4758	747097	37833
4759	747259	37676
4760	747412	37519
4761	747568	37362
4762	747727	37205
4763	747884	37048
4764	748045	36892
4765	748208	36735
4766	748368	36578
